peer,KPI,sort,Product,Hierarchy 1,average,Value,Rank,last,group,Code
Large international BI vendors,Cloud BI,20,IBM Plan Analytics,,3.800037226,2.255813953,13,,2,
Large international BI vendors,Cloud BI,20,Infor BI,,3.800037226,1.473684211,14,,2,
Large international BI vendors,Cloud BI,20,Information Builders,,3.800037226,3.16,8,,2,
Large international BI vendors,Cloud BI,20,MS Excel,,3.800037226,3.666666667,4,,2,
Large international BI vendors,Cloud BI,20,MS Power BI,,3.800037226,8.615384615,2,,2,
Large international BI vendors,Cloud BI,20,MS SSRS,,3.800037226,2.661538462,12,,2,
Large international BI vendors,Cloud BI,20,MicroStrategy,,3.800037226,2.903846154,10,,2,
Large international BI vendors,Cloud BI,20,Oracle BI,,3.800037226,3.4,6,,2,
Large international BI vendors,Cloud BI,20,Qlik Sense,,3.800037226,3.482758621,5,,2,
Large international BI vendors,Cloud BI,20,QlikView,,3.800037226,3.315789474,7,,2,
Large international BI vendors,Cloud BI,20,SAP Analytics Cloud,,3.800037226,10,1,,2,
Large international BI vendors,Cloud BI,20,SAP BO BI,,3.800037226,2.975609756,9,,2,
Large international BI vendors,Cloud BI,20,SAS Enterprise BI,,3.800037226,1,15,,2,
Large international BI vendors,Cloud BI,20,Tableau,,3.800037226,5.395348837,3,,2,
Large international BI vendors,Mobile BI,21,IBM Cog Analytics,,4.680374279,4.126888218,9,,2,
Large international BI vendors,Mobile BI,21,IBM Plan Analytics,,4.680374279,2.16349329,13,,2,
Large international BI vendors,Mobile BI,21,Infor BI,,4.680374279,4.126888218,8,,2,
Large international BI vendors,Mobile BI,21,Information Builders,,4.680374279,8.050734452,3,,2,
Large international BI vendors,Mobile BI,21,MS Excel,,4.680374279,2.466335779,12,,2,
Large international BI vendors,Mobile BI,21,MS Power BI,,4.680374279,8.456989345,1,,2,
Large international BI vendors,Mobile BI,21,MS SSRS,,4.680374279,2.940971415,10,,2,
Large international BI vendors,Mobile BI,21,MicroStrategy,,4.680374279,6.123231038,5,,2,
Large international BI vendors,Mobile BI,21,Oracle BI,,4.680374279,1.435045317,15,,2,
Large international BI vendors,Mobile BI,21,Qlik Sense,,4.680374279,7.17543141,4,,2,
Large international BI vendors,Mobile BI,21,QlikView,,4.680374279,4.685472219,7,,2,
Large international BI vendors,Mobile BI,21,SAP Analytics Cloud,,4.680374279,8.409365559,2,,2,
Large international BI vendors,Mobile BI,21,SAP BO BI,,4.680374279,2.903323263,11,,2,
Large international BI vendors,Mobile BI,21,SAS Enterprise BI,,4.680374279,1.790991486,14,,2,
Large international BI vendors,Mobile BI,21,Tableau,,4.680374279,5.350453172,6,,2,
Large international BI vendors,Operational BI,22,IBM Cog Analytics,,4.813014681,4.356054531,7,,2,
Large international BI vendors,Operational BI,22,IBM Plan Analytics,,4.813014681,n/a,n/a,,2,
Large international BI vendors,Operational BI,22,Infor BI,,4.813014681,n/a,n/a,,2,
Large international BI vendors,Operational BI,22,Information Builders,,4.813014681,8.24137931,1,,2,
Large international BI vendors,Operational BI,22,MS Excel,,4.813014681,2.90270936,11,,2,
Large international BI vendors,Operational BI,22,MS Power BI,,4.813014681,3.711598746,9,,2,
Large international BI vendors,Operational BI,22,MS SSRS,,4.813014681,4.435409161,6,,2,
Large international BI vendors,Operational BI,22,MicroStrategy,,4.813014681,5.310344828,3,,2,
Large international BI vendors,Operational BI,22,Oracle BI,,4.813014681,6.482758621,2,,2,
Large international BI vendors,Operational BI,22,Qlik Sense,,4.813014681,5.209274673,4,,2,
Large international BI vendors,Operational BI,22,QlikView,,4.813014681,4.011183597,8,,2,
Large international BI vendors,Operational BI,22,SAP Analytics Cloud,,4.813014681,n/a,n/a,,2,
Large international BI vendors,Operational BI,22,SAP BO BI,,4.813014681,4.684618365,5,,2,
Large international BI vendors,Operational BI,22,SAS Enterprise BI,,4.813014681,n/a,n/a,,2,
Large international BI vendors,Operational BI,22,Tableau,,4.813014681,3.597830298,10,,2,
Large international BI vendors,Visual design standards,23,IBM Cog Analytics,,5.730368694,6.300411523,6,,2,
Large international BI vendors,Visual design standards,23,IBM Plan Analytics,,5.730368694,5.857142857,7,,2,
Large international BI vendors,Visual design standards,23,Infor BI,,5.730368694,7.273504274,4,,2,
Large international BI vendors,Visual design standards,23,Information Builders,,5.730368694,3.555555556,13,,2,
Large international BI vendors,Visual design standards,23,MS Excel,,5.730368694,3.974025974,12,,2,
Large international BI vendors,Visual design standards,23,MS Power BI,,5.730368694,5.543735225,9,,2,
Large international BI vendors,Visual design standards,23,MS SSRS,,5.730368694,4.2,11,,2,
Large international BI vendors,Visual design standards,23,MicroStrategy,,5.730368694,8.270175439,3,,2,
Large international BI vendors,Visual design standards,23,Oracle BI,,5.730368694,2.333333333,15,,2,
Large international BI vendors,Visual design standards,23,Qlik Sense,,5.730368694,4.794871795,10,,2,
Large international BI vendors,Visual design standards,23,QlikView,,5.730368694,6.396449704,5,,2,
Large international BI vendors,Visual design standards,23,SAP Analytics Cloud,,5.730368694,9.613333333,1,,2,
Large international BI vendors,Visual design standards,23,SAP BO BI,,5.730368694,5.807228916,8,,2,
Large international BI vendors,Visual design standards,23,SAS Enterprise BI,,5.730368694,3.307692308,14,,2,
Large international BI vendors,Visual design standards,23,Tableau,,5.730368694,8.728070175,2,,2,
Large international BI vendors,Location intelligence,24,IBM Cog Analytics,,5.555756281,4.67816092,10,,2,
Large international BI vendors,Location intelligence,24,IBM Plan Analytics,,5.555756281,1.930232558,14,,2,
Large international BI vendors,Location intelligence,24,Infor BI,,5.555756281,1,15,,2,
Large international BI vendors,Location intelligence,24,Information Builders,,5.555756281,6.714285714,6,,2,
Large international BI vendors,Location intelligence,24,MS Excel,,5.555756281,4.076923077,12,,2,
Large international BI vendors,Location intelligence,24,MS Power BI,,5.555756281,7.967741935,2,,2,
Large international BI vendors,Location intelligence,24,MS SSRS,,5.555756281,4.666666667,11,,2,
Large international BI vendors,Location intelligence,24,MicroStrategy,,5.555756281,7.909090909,3,,2,
Large international BI vendors,Location intelligence,24,Oracle BI,,5.555756281,3.068965517,13,,2,
Large international BI vendors,Location intelligence,24,Qlik Sense,,5.555756281,7.785714286,5,,2,
Large international BI vendors,Location intelligence,24,QlikView,,5.555756281,6.347593583,7,,2,
Large international BI vendors,Location intelligence,24,SAP Analytics Cloud,,5.555756281,8.659574468,1,,2,
Large international BI vendors,Location intelligence,24,SAP BO BI,,5.555756281,4.707865169,9,,2,
Large international BI vendors,Location intelligence,24,SAS Enterprise BI,,5.555756281,6,8,,2,
Large international BI vendors,Location intelligence,24,Tableau,,5.555756281,7.823529412,4,,2,
Large international BI vendors,Visual analysis,25,IBM Cog Analytics,,5.532772484,4.47894406,9,,2,
Large international BI vendors,Visual analysis,25,IBM Plan Analytics,,5.532772484,2.326781327,14,,2,
Large international BI vendors,Visual analysis,25,Infor BI,,5.532772484,1,15,,2,
Large international BI vendors,Visual analysis,25,Information Builders,,5.532772484,4.397017707,10,,2,
Large international BI vendors,Visual analysis,25,MS Excel,,5.532772484,5.312039312,7,,2,
Large international BI vendors,Visual analysis,25,MS Power BI,,5.532772484,9.063063063,3,,2,
Large international BI vendors,Visual analysis,25,MS SSRS,,5.532772484,4.876689189,8,,2,
Large international BI vendors,Visual analysis,25,MicroStrategy,,5.532772484,7.515444015,5,,2,
Large international BI vendors,Visual analysis,25,Oracle BI,,5.532772484,2.383970177,13,,2,
Large international BI vendors,Visual analysis,25,Qlik Sense,,5.532772484,9.756756757,1,,2,
Large international BI vendors,Visual analysis,25,QlikView,,5.532772484,7.831512363,4,,2,
Large international BI vendors,Visual analysis,25,SAP Analytics Cloud,,5.532772484,7.385135135,6,,2,
Large international BI vendors,Visual analysis,25,SAP BO BI,,5.532772484,3.09348693,12,,2,
Large international BI vendors,Visual analysis,25,SAS Enterprise BI,,5.532772484,4.219395866,11,,2,
Large international BI vendors,Visual analysis,25,Tableau,,5.532772484,9.351351351,2,,2,
Large international BI vendors,Data Preparation,26,IBM Cog Analytics,,3.787462718,1.520890411,10,,2,
Large international BI vendors,Data Preparation,26,IBM Plan Analytics,,3.787462718,n/a,n/a,,2,
Large international BI vendors,Data Preparation,26,Infor BI,,3.787462718,n/a,n/a,,2,
Large international BI vendors,Data Preparation,26,Information Builders,,3.787462718,3.203767123,6,,2,
Large international BI vendors,Data Preparation,26,MS Excel,,3.787462718,5.654416105,3,,2,
Large international BI vendors,Data Preparation,26,MS Power BI,,3.787462718,5.898831835,2,,2,
Large international BI vendors,Data Preparation,26,MS SSRS,,3.787462718,n/a,n/a,,2,
Large international BI vendors,Data Preparation,26,MicroStrategy,,3.787462718,2.568752314,9,,2,
Large international BI vendors,Data Preparation,26,Oracle BI,,3.787462718,1.018705716,11,,2,
Large international BI vendors,Data Preparation,26,Qlik Sense,,3.787462718,5.243185512,4,,2,
Large international BI vendors,Data Preparation,26,QlikView,,3.787462718,3.292765411,5,,2,
Large international BI vendors,Data Preparation,26,SAP Analytics Cloud,,3.787462718,2.673564558,8,,2,
Large international BI vendors,Data Preparation,26,SAP BO BI,,3.787462718,n/a,n/a,,2,
Large international BI vendors,Data Preparation,26,SAS Enterprise BI,,3.787462718,7.438211968,1,,2,
Large international BI vendors,Data Preparation,26,Tableau,,3.787462718,3.148998946,7,,2,
Large international BI vendors,Embedded BI,27,IBM Cog Analytics,,5.093038608,5.983023001,2,,2,
Large international BI vendors,Embedded BI,27,IBM Plan Analytics,,5.093038608,n/a,n/a,,2,
Large international BI vendors,Embedded BI,27,Infor BI,,5.093038608,n/a,n/a,,2,
Large international BI vendors,Embedded BI,27,Information Builders,,5.093038608,7.272727273,1,,2,
Large international BI vendors,Embedded BI,27,MS Excel,,5.093038608,n/a,n/a,,2,
Large international BI vendors,Embedded BI,27,MS Power BI,,5.093038608,3.308248043,6,,2,
Large international BI vendors,Embedded BI,27,MS SSRS,,5.093038608,n/a,n/a,,2,
Large international BI vendors,Embedded BI,27,MicroStrategy,,5.093038608,4.020979021,5,,2,
Large international BI vendors,Embedded BI,27,Oracle BI,,5.093038608,n/a,n/a,,2,
Large international BI vendors,Embedded BI,27,Qlik Sense,,5.093038608,5.389060092,3,,2,
Large international BI vendors,Embedded BI,27,QlikView,,5.093038608,n/a,n/a,,2,
Large international BI vendors,Embedded BI,27,SAP Analytics Cloud,,5.093038608,n/a,n/a,,2,
Large international BI vendors,Embedded BI,27,SAP BO BI,,5.093038608,n/a,n/a,,2,
Large international BI vendors,Embedded BI,27,SAS Enterprise BI,,5.093038608,n/a,n/a,,2,
Large international BI vendors,Embedded BI,27,Tableau,,5.093038608,4.584194215,4,,2,
Large international BI vendors,Competitiveness,28,IBM Cog Analytics,,4.954652755,4.663215152,9,,1,
Large international BI vendors,Competitiveness,28,IBM Plan Analytics,,4.954652755,4.551572316,10,,1,
Large international BI vendors,Competitiveness,28,Infor BI,,4.954652755,3.054104707,13,,1,
Large international BI vendors,Competitiveness,28,Information Builders,,4.954652755,2.181066519,15,,1,
Large international BI vendors,Competitiveness,28,MS Excel,,4.954652755,7.924884312,1,,1,
Large international BI vendors,Competitiveness,28,MS Power BI,,4.954652755,6.766800819,3,,1,
Large international BI vendors,Competitiveness,28,MS SSRS,,4.954652755,7.264551935,2,,1,
Large international BI vendors,Competitiveness,28,MicroStrategy,,4.954652755,4.541630005,11,,1,
Large international BI vendors,Competitiveness,28,Oracle BI,,4.954652755,2.891248473,14,,1,
Large international BI vendors,Competitiveness,28,Qlik Sense,,4.954652755,5.025839054,7,,1,
Large international BI vendors,Competitiveness,28,QlikView,,4.954652755,5.298136028,6,,1,
Large international BI vendors,Competitiveness,28,SAP Analytics Cloud,,4.954652755,3.46879506,12,,1,
Large international BI vendors,Competitiveness,28,SAP BO BI,,4.954652755,6.504576436,4,,1,
Large international BI vendors,Competitiveness,28,SAS Enterprise BI,,4.954652755,4.744427748,8,,1,
Large international BI vendors,Competitiveness,28,Tableau,,4.954652755,5.438942755,5,,1,
Large international BI vendors,Considered for purchase,29,IBM Cog Analytics,,6.239324745,7.253220791,8,,2,
Large international BI vendors,Considered for purchase,29,IBM Plan Analytics,,6.239324745,4.646379387,10,,2,
Large international BI vendors,Considered for purchase,29,Infor BI,,6.239324745,2.231452688,14,,2,
Large international BI vendors,Considered for purchase,29,Information Builders,,6.239324745,1.879609063,15,,2,
Large international BI vendors,Considered for purchase,29,MS Excel,,6.239324745,8.854749,4,,2,
Large international BI vendors,Considered for purchase,29,MS Power BI,,6.239324745,9.618249667,2,,2,
Large international BI vendors,Considered for purchase,29,MS SSRS,,6.239324745,8.292758774,6,,2,
Large international BI vendors,Considered for purchase,29,MicroStrategy,,6.239324745,5.046201688,9,,2,
Large international BI vendors,Considered for purchase,29,Oracle BI,,6.239324745,4.086628165,11,,2,
Large international BI vendors,Considered for purchase,29,Qlik Sense,,6.239324745,8.116836961,7,,2,
Large international BI vendors,Considered for purchase,29,QlikView,,6.239324745,9.236499334,3,,2,
Large international BI vendors,Considered for purchase,29,SAP Analytics Cloud,,6.239324745,3.223011995,12,,2,
Large international BI vendors,Considered for purchase,29,SAP BO BI,,6.239324745,8.472998667,5,,2,
Large international BI vendors,Considered for purchase,29,SAS Enterprise BI,,6.239324745,2.631274989,13,,2,
Large international BI vendors,Considered for purchase,29,Tableau,,6.239324745,10,1,,2,
Large international BI vendors,Competitive win rate,30,IBM Cog Analytics,,4.098204761,2.936544726,11,,2,
Large international BI vendors,Competitive win rate,30,IBM Plan Analytics,,4.098204761,4.488367602,6,,2,
Large international BI vendors,Competitive win rate,30,Infor BI,,4.098204761,3.602539387,9,,2,
Large international BI vendors,Competitive win rate,30,Information Builders,,4.098204761,2.382038157,14,,2,
Large international BI vendors,Competitive win rate,30,MS Excel,,4.098204761,7.30497452,1,,2,
Large international BI vendors,Competitive win rate,30,MS Power BI,,4.098204761,4.865834921,5,,2,
Large international BI vendors,Competitive win rate,30,MS SSRS,,4.098204761,6.579080709,2,,2,
Large international BI vendors,Competitive win rate,30,MicroStrategy,,4.098204761,4.205248882,7,,2,
Large international BI vendors,Competitive win rate,30,Oracle BI,,4.098204761,2.094328678,15,,2,
Large international BI vendors,Competitive win rate,30,Qlik Sense,,4.098204761,2.965173782,10,,2,
Large international BI vendors,Competitive win rate,30,QlikView,,4.098204761,2.67256049,12,,2,
Large international BI vendors,Competitive win rate,30,SAP Analytics Cloud,,4.098204761,3.632650437,8,,2,
Large international BI vendors,Competitive win rate,30,SAP BO BI,,4.098204761,5.192294948,4,,2,
Large international BI vendors,Competitive win rate,30,SAS Enterprise BI,,4.098204761,6.153196254,3,,2,
Large international BI vendors,Competitive win rate,30,Tableau,,4.098204761,2.398237926,13,,2,
OLAP analysis-focused products,Business value,1,Bissantz,,6.035486881,7.903958255,2,,1,
OLAP analysis-focused products,Business value,1,BOARD,,6.035486881,6.705939322,5,,1,
OLAP analysis-focused products,Business value,1,CALUMO,,6.035486881,6.980049054,4,,1,
OLAP analysis-focused products,Business value,1,Cubeware,,6.035486881,5.565294538,9,,1,
OLAP analysis-focused products,Business value,1,cubus,,6.035486881,8.095553201,1,,1,
OLAP analysis-focused products,Business value,1,IBM Plan Analytics,,6.035486881,4.882686906,10,,1,
OLAP analysis-focused products,Business value,1,Infor BI,,6.035486881,4.450787295,11,,1,
OLAP analysis-focused products,Business value,1,Jedox,,6.035486881,6.667051287,6,,1,
OLAP analysis-focused products,Business value,1,MS Excel,,6.035486881,4.091884102,12,,1,
OLAP analysis-focused products,Business value,1,Pyramid Analytics,,6.035486881,7.521249915,3,,1,
OLAP analysis-focused products,Business value,1,SAP BO Analysis,,6.035486881,3.159768291,13,,1,
OLAP analysis-focused products,Business value,1,TARGIT,,6.035486881,6.178473374,8,,1,
OLAP analysis-focused products,Business value,1,Unit4 prevero,,6.035486881,6.258633912,7,,1,
OLAP analysis-focused products,Business benefits,2,Bissantz,,5.755206196,8.233879324,1,,2,
OLAP analysis-focused products,Business benefits,2,BOARD,,5.755206196,6.783363168,4,,2,
OLAP analysis-focused products,Business benefits,2,CALUMO,,5.755206196,6.10740112,7,,2,
OLAP analysis-focused products,Business benefits,2,Cubeware,,5.755206196,6.287092814,5,,2,
OLAP analysis-focused products,Business benefits,2,cubus,,5.755206196,7.460279393,2,,2,
OLAP analysis-focused products,Business benefits,2,IBM Plan Analytics,,5.755206196,4.822300069,11,,2,
OLAP analysis-focused products,Business benefits,2,Infor BI,,5.755206196,4.87163499,10,,2,
OLAP analysis-focused products,Business benefits,2,Jedox,,5.755206196,5.874603432,9,,2,
OLAP analysis-focused products,Business benefits,2,MS Excel,,5.755206196,2.949543935,12,,2,
OLAP analysis-focused products,Business benefits,2,Pyramid Analytics,,5.755206196,7.152579349,3,,2,
OLAP analysis-focused products,Business benefits,2,SAP BO Analysis,,5.755206196,2.034124991,13,,2,
OLAP analysis-focused products,Business benefits,2,TARGIT,,5.755206196,6.144633397,6,,2,
OLAP analysis-focused products,Business benefits,2,Unit4 prevero,,5.755206196,6.096244568,8,,2,
OLAP analysis-focused products,Project success,3,Bissantz,,6.995608852,9.049915493,2,,2,
OLAP analysis-focused products,Project success,3,BOARD,,6.995608852,7.251333333,7,,2,
OLAP analysis-focused products,Project success,3,CALUMO,,6.995608852,7.834920635,5,,2,
OLAP analysis-focused products,Project success,3,Cubeware,,6.995608852,5.741013333,10,,2,
OLAP analysis-focused products,Project success,3,cubus,,6.995608852,9.595368421,1,,2,
OLAP analysis-focused products,Project success,3,IBM Plan Analytics,,6.995608852,6.259333333,9,,2,
OLAP analysis-focused products,Project success,3,Infor BI,,6.995608852,5.052097561,11,,2,
OLAP analysis-focused products,Project success,3,Jedox,,6.995608852,7.735652174,6,,2,
OLAP analysis-focused products,Project success,3,MS Excel,,6.995608852,4.248208333,12,,2,
OLAP analysis-focused products,Project success,3,Pyramid Analytics,,6.995608852,8.512,3,,2,
OLAP analysis-focused products,Project success,3,SAP BO Analysis,,6.995608852,4.213333333,13,,2,
OLAP analysis-focused products,Project success,3,TARGIT,,6.995608852,6.93773913,8,,2,
OLAP analysis-focused products,Project success,3,Unit4 prevero,,6.995608852,8.512,3,,2,
OLAP analysis-focused products,Project length,4,Bissantz,,4.956084992,4.62228057,8,,2,
OLAP analysis-focused products,Project length,4,BOARD,,4.956084992,5.382879762,6,,2,
OLAP analysis-focused products,Project length,4,CALUMO,,4.956084992,7.888249694,1,,2,
OLAP analysis-focused products,Project length,4,Cubeware,,4.956084992,3.048462116,10,,2,
OLAP analysis-focused products,Project length,4,cubus,,4.956084992,7.001744186,3,,2,
OLAP analysis-focused products,Project length,4,IBM Plan Analytics,,4.956084992,2.310554562,11,,2,
OLAP analysis-focused products,Project length,4,Infor BI,,4.956084992,1.985623679,13,,2,
OLAP analysis-focused products,Project length,4,Jedox,,4.956084992,6.907193077,4,,2,
OLAP analysis-focused products,Project length,4,MS Excel,,4.956084992,7.206256142,2,,2,
OLAP analysis-focused products,Project length,4,Pyramid Analytics,,4.956084992,6.64576144,5,,2,
OLAP analysis-focused products,Project length,4,SAP BO Analysis,,4.956084992,4.429568106,9,,2,
OLAP analysis-focused products,Project length,4,TARGIT,,4.956084992,4.761461794,7,,2,
OLAP analysis-focused products,Project length,4,Unit4 prevero,,4.956084992,2.239069767,12,,2,
OLAP analysis-focused products,Customer satisfaction,5,Bissantz,,6.543607415,8.168999884,3,,1,
OLAP analysis-focused products,Customer satisfaction,5,BOARD,,6.543607415,7.662289846,4,,1,
OLAP analysis-focused products,Customer satisfaction,5,CALUMO,,6.543607415,7.463454364,6,,1,
OLAP analysis-focused products,Customer satisfaction,5,Cubeware,,6.543607415,4.818564037,10,,1,
OLAP analysis-focused products,Customer satisfaction,5,cubus,,6.543607415,9.792842281,1,,1,
OLAP analysis-focused products,Customer satisfaction,5,IBM Plan Analytics,,6.543607415,5.188149407,9,,1,
OLAP analysis-focused products,Customer satisfaction,5,Infor BI,,6.543607415,3.992144651,12,,1,
OLAP analysis-focused products,Customer satisfaction,5,Jedox,,6.543607415,7.473543646,5,,1,
OLAP analysis-focused products,Customer satisfaction,5,MS Excel,,6.543607415,4.443511805,11,,1,
OLAP analysis-focused products,Customer satisfaction,5,Pyramid Analytics,,6.543607415,8.523476004,2,,1,
OLAP analysis-focused products,Customer satisfaction,5,SAP BO Analysis,,6.543607415,3.528543762,13,,1,
OLAP analysis-focused products,Customer satisfaction,5,TARGIT,,6.543607415,7.177391058,7,,1,
OLAP analysis-focused products,Customer satisfaction,5,Unit4 prevero,,6.543607415,6.833985645,8,,1,
OLAP analysis-focused products,Price-to-value,6,Bissantz,,7.631958779,7.426690079,9,,2,
OLAP analysis-focused products,Price-to-value,6,BOARD,,7.631958779,7.62665066,7,,2,
OLAP analysis-focused products,Price-to-value,6,CALUMO,,7.631958779,9.895558223,1,,2,
OLAP analysis-focused products,Price-to-value,6,Cubeware,,7.631958779,7.547314578,8,,2,
OLAP analysis-focused products,Price-to-value,6,cubus,,7.631958779,9.891402715,2,,2,
OLAP analysis-focused products,Price-to-value,6,IBM Plan Analytics,,7.631958779,5.470588235,12,,2,
OLAP analysis-focused products,Price-to-value,6,Infor BI,,7.631958779,6.205882353,11,,2,
OLAP analysis-focused products,Price-to-value,6,Jedox,,7.631958779,9.410513141,4,,2,
OLAP analysis-focused products,Price-to-value,6,MS Excel,,7.631958779,9.248512888,5,,2,
OLAP analysis-focused products,Price-to-value,6,Pyramid Analytics,,7.631958779,9.425047438,3,,2,
OLAP analysis-focused products,Price-to-value,6,SAP BO Analysis,,7.631958779,2.739130435,13,,2,
OLAP analysis-focused products,Price-to-value,6,TARGIT,,7.631958779,7.941176471,6,,2,
OLAP analysis-focused products,Price-to-value,6,Unit4 prevero,,7.631958779,6.386996904,10,,2,
OLAP analysis-focused products,Recommendation,7,Bissantz,,6.112993679,7.466544419,4,,2,
OLAP analysis-focused products,Recommendation,7,BOARD,,6.112993679,7.083102493,6,,2,
OLAP analysis-focused products,Recommendation,7,CALUMO,,6.112993679,7.200956938,5,,2,
OLAP analysis-focused products,Recommendation,7,Cubeware,,6.112993679,3.907864627,11,,2,
OLAP analysis-focused products,Recommendation,7,cubus,,6.112993679,9.243767313,1,,2,
OLAP analysis-focused products,Recommendation,7,IBM Plan Analytics,,6.112993679,5.235044498,9,,2,
OLAP analysis-focused products,Recommendation,7,Infor BI,,6.112993679,1.965738446,13,,2,
OLAP analysis-focused products,Recommendation,7,Jedox,,6.112993679,6.463085632,8,,2,
OLAP analysis-focused products,Recommendation,7,MS Excel,,6.112993679,4.888639564,10,,2,
OLAP analysis-focused products,Recommendation,7,Pyramid Analytics,,6.112993679,7.860941828,2,,2,
OLAP analysis-focused products,Recommendation,7,SAP BO Analysis,,6.112993679,3.684435128,12,,2,
OLAP analysis-focused products,Recommendation,7,TARGIT,,6.112993679,7.590389016,3,,2,
OLAP analysis-focused products,Recommendation,7,Unit4 prevero,,6.112993679,6.878407931,7,,2,
OLAP analysis-focused products,Vendor support,8,Bissantz,,7.051832731,9.257851469,2,,2,
OLAP analysis-focused products,Vendor support,8,BOARD,,7.051832731,7.923846134,5,,2,
OLAP analysis-focused products,Vendor support,8,CALUMO,,7.051832731,7.806782985,6,,2,
OLAP analysis-focused products,Vendor support,8,Cubeware,,7.051832731,5.702778429,9,,2,
OLAP analysis-focused products,Vendor support,8,cubus,,7.051832731,10,1,,2,
OLAP analysis-focused products,Vendor support,8,IBM Plan Analytics,,7.051832731,5.150569621,10,,2,
OLAP analysis-focused products,Vendor support,8,Infor BI,,7.051832731,4.985110853,11,,2,
OLAP analysis-focused products,Vendor support,8,Jedox,,7.051832731,7.93553329,4,,2,
OLAP analysis-focused products,Vendor support,8,MS Excel,,7.051832731,4.585215345,12,,2,
OLAP analysis-focused products,Vendor support,8,Pyramid Analytics,,7.051832731,8.969281055,3,,2,
OLAP analysis-focused products,Vendor support,8,SAP BO Analysis,,7.051832731,4.279922697,13,,2,
OLAP analysis-focused products,Vendor support,8,TARGIT,,7.051832731,7.325723481,8,,2,
OLAP analysis-focused products,Vendor support,8,Unit4 prevero,,7.051832731,7.75121015,7,,2,
OLAP analysis-focused products,Implementer support,9,Bissantz,,6.658061548,9.016083241,2,,2,
OLAP analysis-focused products,Implementer support,9,BOARD,,6.658061548,7.232533806,6,,2,
OLAP analysis-focused products,Implementer support,9,CALUMO,,6.658061548,6.781521305,7,,2,
OLAP analysis-focused products,Implementer support,9,Cubeware,,6.658061548,5.283975715,10,,2,
OLAP analysis-focused products,Implementer support,9,cubus,,6.658061548,10,1,,2,
OLAP analysis-focused products,Implementer support,9,IBM Plan Analytics,,6.658061548,5.897904977,9,,2,
OLAP analysis-focused products,Implementer support,9,Infor BI,,6.658061548,4.823177551,11,,2,
OLAP analysis-focused products,Implementer support,9,Jedox,,6.658061548,8.116274517,4,,2,
OLAP analysis-focused products,Implementer support,9,MS Excel,,6.658061548,2.374484868,13,,2,
OLAP analysis-focused products,Implementer support,9,Pyramid Analytics,,6.658061548,8.353622022,3,,2,
OLAP analysis-focused products,Implementer support,9,SAP BO Analysis,,6.658061548,4.458123573,12,,2,
OLAP analysis-focused products,Implementer support,9,TARGIT,,6.658061548,6.4350117,8,,2,
OLAP analysis-focused products,Implementer support,9,Unit4 prevero,,6.658061548,7.782086853,5,,2,
OLAP analysis-focused products,Product satisfaction,10,Bissantz,,5.421270136,7.605516266,4,,2,
OLAP analysis-focused products,Product satisfaction,10,BOARD,,5.421270136,8.949787836,2,,2,
OLAP analysis-focused products,Product satisfaction,10,CALUMO,,5.421270136,6.10466761,6,,2,
OLAP analysis-focused products,Product satisfaction,10,Cubeware,,5.421270136,1.873530703,13,,2,
OLAP analysis-focused products,Product satisfaction,10,cubus,,5.421270136,10,1,,2,
OLAP analysis-focused products,Product satisfaction,10,IBM Plan Analytics,,5.421270136,3.808314372,9,,2,
OLAP analysis-focused products,Product satisfaction,10,Infor BI,,5.421270136,2.578500707,10,,2,
OLAP analysis-focused products,Product satisfaction,10,Jedox,,5.421270136,5.626175223,7,,2,
OLAP analysis-focused products,Product satisfaction,10,MS Excel,,5.421270136,1.932655948,12,,2,
OLAP analysis-focused products,Product satisfaction,10,Pyramid Analytics,,5.421270136,8.424681754,3,,2,
OLAP analysis-focused products,Product satisfaction,10,SAP BO Analysis,,5.421270136,1.938371388,11,,2,
OLAP analysis-focused products,Product satisfaction,10,TARGIT,,5.421270136,6.759345322,5,,2,
OLAP analysis-focused products,Product satisfaction,10,Unit4 prevero,,5.421270136,4.874964639,8,,2,
OLAP analysis-focused products,Customer experience,11,Bissantz,,5.856032501,6.009137027,6,,1,
OLAP analysis-focused products,Customer experience,11,BOARD,,5.856032501,7.188861071,3,,1,
OLAP analysis-focused products,Customer experience,11,CALUMO,,5.856032501,5.339854465,9,,1,
OLAP analysis-focused products,Customer experience,11,Cubeware,,5.856032501,4.267587679,12,,1,
OLAP analysis-focused products,Customer experience,11,cubus,,5.856032501,7.599623665,2,,1,
OLAP analysis-focused products,Customer experience,11,IBM Plan Analytics,,5.856032501,5.777509943,7,,1,
OLAP analysis-focused products,Customer experience,11,Infor BI,,5.856032501,4.336343855,11,,1,
OLAP analysis-focused products,Customer experience,11,Jedox,,5.856032501,6.64221695,4,,1,
OLAP analysis-focused products,Customer experience,11,MS Excel,,5.856032501,5.100255263,10,,1,
OLAP analysis-focused products,Customer experience,11,Pyramid Analytics,,5.856032501,7.972101893,1,,1,
OLAP analysis-focused products,Customer experience,11,SAP BO Analysis,,5.856032501,4.203896222,13,,1,
OLAP analysis-focused products,Customer experience,11,TARGIT,,5.856032501,5.681417256,8,,1,
OLAP analysis-focused products,Customer experience,11,Unit4 prevero,,5.856032501,6.009617228,5,,1,
OLAP analysis-focused products,Self-service,12,Bissantz,,7.071264144,7.641304348,5,,2,
